0.00,171.09,0.02,27.68,399989.09
80.00,171.09,0.02,27.68,356787.56
100.00,215.08,0.02,27.69,314798.45
120.00,262.23,0.03,27.69,294412.80
140.00,312.25,0.03,27.70,274522.49
160.00,366.17,0.03,27.70,264785.48
180.00,426.45,0.03,27.63,259972.46
200.00,488.14,0.03,27.56,255192.25
220.00,557.06,0.03,27.65,245726.94
240.00,656.84,0.03,27.27,236375.29
260.00,723.51,0.03,26.85,227104.44
280.00,799.42,0.03,26.45,222483.48
300.00,862.85,0.03,25.92,217859.03
320.00,932.54,0.03,25.58,213217.58
340.00,1002.00,0.03,24.95,208539.00
360.00,1056.00,0.03,24.18,203801.97
380.00,1112.00,0.03,23.38,198987.88
400.00,1166.00,0.03,22.52,189043.05
410.00,1184.00,0.03,21.96,183846.28
420.00,1199.00,0.03,21.41,181175.35
430.00,1214.00,0.03,20.80,178451.02
440.00,1234.00,0.03,20.18,177345.29
450.00,1240.00,0.03,19.38,175104.47
460.00,1236.00,0.03,18.60,173968.36
470.00,1236.00,0.03,17.86,172821.58
480.00,1229.00,0.04,17.05,171663.83
490.00,1246.00,0.04,16.17,169902.29
500.00,1443.00,0.04,15.03,163789.73
510.00,1618.00,0.04,13.66,157280.26
520.00,1572.00,0.04,12.10,153876.20
530.00,1471.00,0.05,10.40,150388.26
540.00,1306.00,0.05,8.72,146825.19
550.00,1085.00,0.04,7.03,143194.64
560.00,862.26,0.04,5.56,139506.30
570.00,657.45,0.04,4.30,131988.10
580.00,392.34,0.05,3.02,124338.93
594.30,256.20,-0.20,2.51,81418.15
604.30,89.10,0.04,1.60,75121.65
614.30,5.90,0.18,1.11,69437.87
624.30,-20.70,0.18,0.89,63532.73
634.30,-30.60,0.18,0.80,57044.86
644.30,-38.60,0.18,0.71,50302.00
654.30,-46.30,0.18,0.62,43757.59
664.30,-52.40,0.18,0.54,37674.93
674.30,-47.10,0.18,0.47,32234.96
684.30,-34.80,0.18,0.41,27372.76
694.30,-22.90,0.18,0.37,22920.59
704.30,-11.70,0.18,0.34,19572.90
714.30,-2.70,-0.48,0.30,16984.58
724.30,2.70,-0.48,0.22,14750.47
734.30,8.80,-0.48,0.19,12611.41
744.30,14.00,-0.48,0.16,10545.37
754.30,14.70,-0.48,0.09,8576.68
764.30,12.60,-0.48,0.05,7603.55
774.30,3.20,-0.48,0.02,7260.35
784.30,3.30,-0.48,0.02,7029.29
794.30,4.00,-0.48,0.02,6798.96
804.30,4.80,-0.48,0.02,6569.76
814.30,5.50,-0.48,0.02,6341.57
824.30,6.30,-0.48,0.02,6113.37
834.30,7.10,-0.48,0.02,5886.18
844.30,7.80,-0.48,0.02,5659.98
854.30,8.60,-0.48,0.02,5440.82
864.30,9.20,-0.48,0.02,5420.41
874.30,10.00,-0.48,0.02,5400.00
